ID,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Description
1685,Max Payne 2: The Fall of Max Payne,2003,RemedyEntertainment,Action;Shooter;Third-Person;Modern,Xbox,84,8.2,1 Player,"A follow-up to 2001's Max Payne, Max Payne 2: The Fall of Max Payne features an all-new intriguing story and more slick combat. You play the role of Payne, a cop caught in a violent, film noir love story with a femme fatale murder suspect. Experience Payne's signature slow-motion gunplay with all new guns and new moves. The game features fully interactive environments, characters with ragdoll physics, and believable enemies. Max Payne 2 sets out to raise the bar for action game intensity once again."
1686,FIFA Soccer 2004,2003,EACanada,Sports;Traditional;Soccer;Sim,PlayStation 2,84,6.4,1-4 ,"A new Career Mode gives you the chance to take a team from the lower divisions, battle through ranks, sign new players, and turn them into champions. Take control of players away from the ball, and run them into space for attacking passes or gain valuable position during dead ball kicks. A fine-tuned game engine, and new animations dramatically enhance the smoothness in player movement. Deeper team AI, attributes, tactics, playing styles, control, and individual player personalities. Build your franchise and guide your club to the Championship by making calculated front-office decisions with Career Mode. When one season ends and another begins new challenges will present themselves. More than 300 new crowd chants at an ever growing list of officially licensed stadiums help put you in the best seat in the house. Plus, an all-new dynamic weather feature even affects gameplay, so choose your home wisely. More than 500 official licenses, including 16 leagues, 350 teams and 10,000 players. From Europe?s super leagues to the Americas Club Championship, FIFA Soccer 2004 has the most authentic selection of the world?s best. A Game With No Boundaries: Go online and take on opponents from anywhere in the country. An online lobby area where gamers can meet, greet, chat and play head-to-head provides the ultimate interactive experience. [EA Sports]"
1687,Command & Conquer: Generals,2003,EAPacific,Strategy;Real-Time;Modern;General;Modern,PC,84,8.3,1-8 ,"Command & Conquer Generals puts your trigger finger on the pulse of modern warfare. Choose a General in control of massive armies of bleeding-edge military weaponry across a globe teetering on the brink of Armageddon. Command either the mighty U.S. Army, the Chinese war machine or the resourceful Global Liberation Army, each packed with high-tech arsenals ready to deliver unprecedented firepower on land or in the skies. Prepare your forces, Commander... it's time to engage in the next generation of 3D real-time strategy. [Electronic Arts]"
1688,Sid Meier's SimGolf,2002,FiraxisGames,Strategy;Real-Time;Modern;General,PC,84,8.2,1 Player,"Be the course designer, CEO, and resident Pro of your own golf resorts around the world. Grow your golf empire from a small, public pitch-and-putt to a global network of five-star resorts. From groundbreaking to par breaking, the ultimate golf design fantasies are in your hands. [Electronic Arts]"
1689,Quake III Revolution,2001,BullfrogProductions,Action;Shooter;First-Person;Sci-Fi,PlayStation 2,84,7.3,1-4 ,A faced-paced shooter that hasn't changed much from its PC days for those who don't mind more than a little blood with their atmosphere.
1690,Street Fighter III: Double Impact,2000,Capcom,Action;Fighting;2D,Dreamcast,84,8.2,1-2 ,"Street Fighter® fans everywhere get a double-dose of double-trouble with Street Fighter III: Double Impact. This explosive street brawl for the Sega Dreamcast™ contains TWO arcade hits on one CD -- Street Fighter III: New Generation... and Street Fighter III: Second Impact. Loaded with a new legion of fighters, Street fighter III: Double Impact boasts new enhancements to the series like parrying, Super Art fighting styles and two-punch, two-kick fighting styles to inflict more damage."
1691,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,"RedStormEntertainment,UbisoftParis",Action;Shooter;Shooter;First-Person;Third-Person;Tactical;Modern;Modern,PlayStation 3,84,7.9,16  Online,"Tom Clancy's Ghost Recon Advanced Warfighter 2 builds off of the events in the first game and places gamers in control of the U.S. military's elite fighting unit, the Ghosts. In the year 2014, the rising conflict between Mexican loyalists and insurgent rebel forces has thrown Mexico into full-scale civil war. Under the command of Captain Scott Mitchell, the Ghosts are called upon to face an imminent threat to the United States. The fate of two countries now lies in the hands of the Ghosts as they fend off an attack on U.S. soil. Equipped with the most cutting-edge weaponry and technology, the Ghosts must battle on both sides of the border to neutralize the escalating rebel threat. The Ghosts will battle enemies in mountain terrains, barren deserts and even on their home turf in El Paso, Texas. Each environment presents its own benefits and challenges and will call for fresh tactical approaches. Vastly Improved Artificial Intelligence (AI): Watch your back as rebels send their own team members to flank your position or gain vantage points by utilizing vertical gameplay to pick you off from the rooftops above. Improved squad-mate AI will now feed you more of the information you need with descriptive commands. The revolutionary new Cross-Com 2.0 will give the player more information than ever before. You will be able to see what your friendly forces see in the top left display and the click of a button will expand that to full-screen view for a clearer and more precise picture. Command lethal air strikes with jet fighters, gain mobile cover for otherwise impassable situations and replenish armaments on the battlefield using an unmanned artillery MULE. Players can now heal their team on the battlefield, including squad leader Scott Mitchell, with an all-new Medic class of soldier. [Ubisoft]"
1692,Middle-earth: Shadow of Mordor,2014,MonolithProductions,Fantasy;Action Adventure;Fantasy;Open-World,PC,84,7.9,No Online Multiplayer,"Fight your way through Mordor and reveal the truth of the spirit that compels you, discover the origins of the Rings of Power, build your legend and ultimately confront the evil of Sauron in this new story of Middle-earth."
1693,Middle-earth: Shadow of Mordor,2014,MonolithProductions,Fantasy;Action Adventure;Fantasy;Open-World,PlayStation 4,84,8.1,No Online Multiplayer,"Fight your way through Mordor and reveal the truth of the spirit that compels you, discover the origins of the Rings of Power, build your legend and ultimately confront the evil of Sauron in this new story of Middle-earth."
1694,SpaceChem,2011,ZachtronicsIndustries,Miscellaneous;Puzzle;General;Puzzle;General,PC,84,8.4,No Online Multiplayer,"Zachtronics Industries is back with an ambitious new design-based puzzle game. Take on the role of a Reactor Engineer working for SpaceChem, the leading chemical synthesizer for frontier colonies. Construct elaborate factories to transform raw materials into valuable chemical products! Streamline your designs to meet production quotas and survive encounters with the sinister threats that plague SpaceChem."
1695,Viva Pinata,2006,RareLtd.,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,Xbox 360,84,7.9,2  Online,"Viva Pinata is a customizable, social and spontaneous game that invites players of all ages and skills to explore an immersive world where they are challenged to create and maintain a living garden ecosystem that grows in real time. Beginning with a few basic tools, players build and take control of their environment to attract and host more than 60 species of wild pinata, utilizing hundreds of customizable elements to create their very own distinctively unique thriving paradise. Viva Pinata gameplay continues to evolve with new content available via the Xbox Live service and the ability to play, trade and interact with more than 2 million gamers via the online service. [Microsoft]"
1696,Freedom Planet,2015,GalaxyTrail,Action;Platformer;2D,WiiU,84,8.5,not specified,None
1697,Pinball FX 2,2012,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,PC,84,8.1,1-4 ,"Pinball FX is back, and it is better than ever! Pinball FX2 offers brand new tables and a host of new features and improvements, including a new state-of-the-art physics model that surpasses anything available so far."
1698,Pokemon Ultra Sun,2017,GameFreak,Role-Playing;Trainer,3DS,84,9.0,Up to 4 ,"A new light shines on the Alola region. Take on the role of a Pokemon Trainer and uncover new tales, and unravel the mystery behind the two forms reminiscent of the Legendary Pokemon. With new story additions and features this earns Pokemon Ultra Sun and Pokemon Ultra Moon the name ""Ultra!"" Another adventure is about to begin. New Pokemon forms have been discovered in the Aloha region in Pokemon Ultra Sun and Pokemon Ultra Moon! These forms are reminiscent of the Legendary Pokemon Solgaleo, Lunala, and Necrozma, first revealed in Pokemon Sun and Pokemon Moon. Head out on an epic journey as you solve the mystery behind these fascinating Pokemon! In this expanded adventure, get ready to explore more of the Alola region, catch more amazing Pokemon, and battle more formidable foes in Pokemon Ultra Sun and Pokemon Ultra Moon!"
1699,Fatal Frame II: Crimson Butterfly Director's Cut,2004,Tecmo,Action Adventure;Horror,Xbox,84,8.4,1 Player,"Terror returns with Fatal Frame 2: Crimson Butterfly, the sequel to the highly popular survival horror title, Fatal Frame. This time the terrifying journey takes you to a whole new creepy setting, an abandoned village, where you play the role of Mio Amakura, a young girl who is gifted with a strong sixth sense and her twin sister Mayu, who notices a crimson butterfly faintly glowing in the sky. Your only weapon, an antique camera, has received a variety of new features to kill ghosts. Get lost in another horrifying tale."
1700,South Park: The Fractured But Whole,2017,UbisoftSanFrancisco,Role-Playing;General,XboxOne,84,7.6,No Online Multiplayer,None
1701,Blast Off,2009,HalfbrickStudios,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PSP,84,7.4,not specified,"[PSP Minis] Blast Off is an interstellar arcade game featuring gravity fields, lost astronauts and bizarre planetary systems. Use your rocket ship to rescue astronauts and carry them through the warpgate to safety. But be careful! The ever-present force of gravity can help you on your journey, but can also bring you crashing down. [Halfbrick]"
1702,Star Wars: Starfighter,2001,LucasArts,Simulation;Sci-Fi;Small Spaceship,PlayStation 2,84,8.0,1 Player,"One of the most eagerly anticipated PS2 titles of the year, this console space shooter features 14 missions by three starfighter pilots attempting to save Naboo and the Galaxy from the oppressive abuses of the Trade Federation."
1703,Guitar Hero World Tour,2008,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation 3,84,7.5,4  Online,"Guitar Hero World Tour marries Guitar Hero's guitar gameplay, with a cooperative band experience that combines the most advanced wireless instruments with revolutionary new online and offline gameplay modes. The game features a slick newly redesigned guitar, a genuine electronic drum kit and a microphone, as well as an innovative Music Studio music creator that lets players compose, record, edit and share their own rock and roll anthems, along with online Band Career and 8-player ""Battle of the Bands."" Guitar Hero World Tour is comprised entirely of master recordings from some of the greatest classic and modern rock bands of all-time including Ozzy Osbourne, Van Halen, Linkin Park, The Eagles, Sublime and many more. Additionally, the game offers significantly more localized downloadable music than ever before on all of the next-generation consoles. Budding rock stars are also given creative license to fully customize everything from their characters’ appearance and instruments to their band’s logo and album covers. Featuring three drum pads, two raised cymbals and a bass kick pedal, the drum controller combines larger and quieter, velocity-sensitive drum heads with soft rubber construction to deliver authentic bounce back and is easy to set up, move, break down and store. Virtual musicians can live out their rock and roll fantasies by playing either a single instrument, or any combination of instruments, in addition to the full band experience. Guitar Hero World Tour introduces Battle of the Bands mode which allows eight players to join online and challenge each other band-to-band to determine who is the best of the best. In the Band modes, up to four players can jam together, online or off, as they progress through the game, and in single-player Career Mode, players can jam on any of the instruments in branching venue progression enabling them to rock out in the order of their choice. The game's Music Studio lets players express their musical creativity by giving them access to a full compliment of tools to create digital music from scratch, utilizing all of the instruments, and then play their compositions in the game. Music creators can share their recordings with their friends online through GHTunes where other gamers can download their unique compositions and play them. [Activision]"
1704,TimeSplitters: Future Perfect,2005,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation 2,84,8.9,1-4 ,"In TimeSplitters Future Perfect, victory is in the hands of the player's past, present, and future self in a battle that stretches throughout time where humanity is on the brink of destruction from the malevolent TimeSplitters. Cortez--the tough-as-nails hero from previous installments--finds himself in a frantic race against time in a desperate bid to trace the origin of the TimeSplitters and save mankind. This third installment of the best-selling franchise will feature hundreds of hours of gameplay and an improved Story mode that ties all the missions together, immersing gamers in an epic adventure between the years of 1914 and 2401. Innovative ""meet yourself"" time travel gameplay lets players be their own ally by teaming up with past and future versions of themselves. The game also will allow two players to fight through the Story in Co-op mode, and features extensive Challenge and Arcade modes, and a Multiplayer mode that allows gamers to battle in 16-player death match online on the PlayStation(R)2 computer entertainment system. In addition, gamers will experience an improved Map Maker feature allowing them to easily create and play their own maps and share them online. TimeSplitters Future Perfect promises to be one of the deepest arcade shooters on the console with hundreds of unlockables, more realistic environments, spectacular special effects, high quality animated cut scenes, an improved physics engine, smarter enemy AI, and much more. [Electronic Arts]"
1705,PlanetSide 2,2012,SonyOnlineEntertainment,Role-Playing;Sci-Fi;Massively Multiplayer Online;Action;Shooter;Shooter;First-Person;Tactical;Sci-Fi;Sci-Fi;Arcade,PC,84,7.0,not specified,PlanetSide 2 is an MMO FPS set in an online persistent world where the war wages non-stop and the balance of power shifts with every base and territory captured and lost.
1706,Planet Coaster,2016,FrontierDevelopments,Strategy;Management;Business / Tycoon,PC,84,7.7,No Online Multiplayer,"Planet Coaster is the future of coaster park simulation games. From the developer: We’ve created a living world where every guest is an individual with their own personality and money in their pocket. We’re giving you limitless freedom to build rides and scenery piece by piece, and to seamlessly blend them with your own hand-sculpted terrain. We’re building a connected global village where everyone can share in your creativity. And that’s just the start. We hope you’ll join us to dream, build and share the ultimate coaster parks in Planet Coaster. [Frontier]"
1707,Shovel Knight: Specter of Torment,2017,YachtClubGames,Action;Platformer;2D,Switch,84,7.9,not specified,"Shovel Knight: Specter of Torment is the action-packed prequel to Shovel Knight! Take control of Specter Knight, servant to the Enchantress, in a quest to recruit a cadre of knights and create the Order of No Quarter. With his scythe and preternatural agility at the ready, he can glide across the ground, clamber up walls, and command an arsenal of curious weapons. If he carries out his duties, Specter Knight may have a chance at regaining his lost humanity and breaking his chains of servitude. But what cruel tricks might the Enchantress have up her sleeve?"
1708,Street Fighter X Tekken,2012,Capcom,Action;Fighting;Fighting;3D;2D;3D,PlayStation 3,84,5.4,Up to 8 ,"Welcome to Street Fighter X Tekken, where Street Fighter and Tekken series' stalwarts Ryu, Chun-Li, Kazuya Mishima and Nina Williams headline a memorable cast of your favorite fighters in a tag battle dream match for the ages. Street Fighter X Tekken (SFXT) is a 2 vs. 2 tag team-based fighting game where players can freely tag in and out between partners. The game promises to marry the styles of both a 2D and 3D fighting game for a fresh take on the genre. Fans from each series will also be able to play with either Street Fighter's traditional 6 button layout or Tekken's 4 button layout. Players who are new to either series will be able to join in on the fun with an easy-to-understand battle system that promises excitement and countless hours of fun. [Capcom]"
1709,Guilty Gear Xrd -SIGN-,2014,ArcSystemWorks,Action;Fighting;2D,PlayStation 4,84,8.0,not specified,"Guilty Gear Xrd -SIGN-, the newest entry of the Guilty Gear fighting game series, brings its redesigned, extreme style and unique 3D animation to players everywhere."
1710,'Splosion Man,2009,TwistedPixelGames,Action;General;Platformer;Platformer;2D;2D,Xbox 360,84,7.8,4  Online,"[Xbox Live Arcade] Fools they were, to tread where knowledge should stay forbidden. For what emerged was not a man - it was Splosion Man. ""And all who saw him were 'sploded, for he was the fire and they were but meat."" Able to 'splode himself at will, Splosion Man launches his way through levels, an uncontainable force. From Twisted Pixel Games, developer of the award-winning The Maw, comes a single- or co-op multiplayer experience that 'splodes like no other. Play through 50 single-player levels split into three environmentally different chapters as Splosion Man escapes the underground Big Science Labs where he was created. Multiplayer action: Jump into 50 multiplayer levels supporting up to four player co-op split into three different chapters. Bonuses: Get free unlockable premium dashboard theme, gamerpics, and Avatar accessories. Visual style: The personality and humor shine through in film-like cinematics and hundreds of in-game animations. Vivid and colorful graphics advance character animation and emotion. Hours of fun: Splosion Man is a retail game's amount of content that can be downloaded from the comfort of your own living room. Musical talent: The original music score is from award-winning composers Joshua R. Mosley (single-player levels) and John DeBorde (multiplayer levels). [Twisted Pixel]"
1711,Might & Magic: Clash of Heroes,2011,CapyGames,Role-Playing;General;General,PlayStation 3,84,7.9,Up to 4 ,"Might and Magic Clash of Heroes takes place 40 years before the Heroes V saga. Scattered across five different regions of Ashan, 5 special heroes must travel their own dangerous paths to grow in strength, unravel a demonic plot, and ultimately save the world from Chaos."
1712,TxK,2014,Llamasoft,Action;Shooter;Static;Shoot-'Em-Up;Top-Down,PlayStationVita,84,7.2,not specified,None
1713,Pro Evolution Soccer 2009,2009,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,Wii,84,8.9,2  Online,"Pro Evolution Soccer is back for 2009! The terms ""PES"" and ""Winning Eleven"" have always been synonymous with realism and superior gameplay, but this year PES will further narrow the gap between the game, and the real thing! New stadiums, players motions and gameplay modes will bolster a game already focused on providing an exciting soccer experience. In 2009, Pro Evolution will once again push the limits of soccer gaming. If it were any more real, you'd be on the field! [Konami]"
1714,Beyond Good & Evil HD,2011,Ubisoft,Action Adventure;Fantasy;General;Fantasy,Xbox 360,84,8.5,No Online Multiplayer,"Featuring epic boss fights, puzzle-solving and stealth-based games, Beyond Good & Evil broke the barriers of traditional action-adventure gameplay when it was released in 2003. The story follows Jade, and investigative reporter and martial artist, who works with a resistance agency to uncover a government conspiracy and reveal their horrific secrets. As Jade, players are tasked to solve puzzles, fight enemies, and obtain photographic evidence."
1715,Midnight Club 3: DUB Edition,2005,RockstarSanDiego,Driving;Racing;GT / Street,PlayStation 2,84,9.0,8  Online,"The series that took racing from tracks to the open urban streets is back, and the stakes are even higher. Midnight Club 3: Dub Edition delivers insanely fast, open city racing in Atlanta, San Diego, and Detroit, complete with 8-player online competition and the most comprehensive vehicle customization ever seen in a video game. Drive the hottest licensed real life SUVs, import tuners, muscle cars, choppers and luxury rides, and trick them out with the latest rims, trims, and upgrades just like in the pages of DUB. Midnight Club 3: DUB Edition has more speed, more choices, and more chrome than any game has ever packed under the hood. [Rockstar Games]"
1716,High Heat Major League Baseball 2003,2002,3DO,Sports;Traditional;Baseball;Sim,PlayStation 2,84,7.9,1-2 ,"In addition to dabbling in B.P., Home Run Derby, Exhibition and All-Star games, HH 2003 features a Season mode with custom lengths, inactive players on each team, unsigned players, a fantasy draft, and intriguing A.I. trade acceptance decisions. A stand-alone Playoff system allows up to 8 players to play for the series title individually. There are options galore for the hot stove league fanatic."
1717,Super Street Fighter II: Turbo Revival,2001,Capcom,Action;Fighting;2D,GameBoyAdvance,84,7.8,not specified,None
1718,FIFA 17,2016,"EASports,EAVancouver",Sports;Team;Soccer;Sim,XboxOne,84,5.2,not specified,None
1719,Rakuen,2017,LauraShigihara,Adventure;General;General,PC,84,8.3,not specified,"Rakuen is a story-based adventure game about a little Boy who becomes bored with living in a hospital, and eventually asks his mother if she'll escort him to the fantasy world from his favorite storybook. Throughout the game, the Boy begins to learn more about the patients who live around him. They each have their own secrets and struggles that are mysteriously tied to the strange hospital. In helping those around him, the Boy deals with questions about empathy, hope, and what it means to leave behind a legacy by coming to terms with his own story."
1720,BioShock: The Collection,2016,2KGames,Action;Miscellaneous;Shooter;Compilation;First-Person;Arcade,XboxOne,84,8.6,not specified,None
1721,GT Legends,2006,SimBin,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,84,8.3,16  Online,"The golden age of motor sports has returned. Experience one of the world's most exciting racing series in GT Legends, including the legendary touring cars of the 60's and 70's. Collect more then 90 original FiA GTC-TC team vehicles and demonstrate your driving skill on real European racetracks. Original Tracks: Over 25 variations of real tracks like Imola, Monza, Donington and Mondello Park. 5 Difficulty Levels: Ranging from the easy beginner mode to the ultra realistic simulation mode. Career Mode: Win numerous cups and buy your dream car in this challenging mode. Pure Realism: Experience an unequalled level of realism in cooperation with FiA GTC-TC teams, incl. pit stops and car setups. Real Sounds: Sophisticated recording techniques guarantee an authentic acoustic profile for each vehicle. Incredible Graphics: Leading edge graphics technology enabling spectacular special effects and dynamic day and night cycles. Multiplayer Mode: Impress your friends with rare unlockable cars and challenge up to 15 opponents online. [Atari]"
1722,F1 2010,2010,CodemastersBirmingham,Driving;Racing;Simulation;Formula One;Formula One;Automobile,PlayStation 3,84,8.0,not specified,"In F1 2010 gamers will take on the full, expanded grid in a variety of game modes including Grand Prix, Championship, Time Trial and an extensive, innovative Career mode. F1 2010 will also feature a highly advanced damage model, fully dynamic weather system and extensive competitive multiplayer options."
1723,Maximo: Ghosts to Glory,2002,Capcom,Action;Platformer;3D,PlayStation 2,84,8.7,1 Player,"You control the fate of the gallant Maximo, who returns home to find his kingdom in shambles. Your once trusted advisor, Achille has wrought evil on the land. Not only is the countryside filled with hoards of the roaming undead, but the four wise Sorceresses have been imprisoned at the four corners of the Kingdom, and to make matters worse, your girlfriend, Princess Sophia has been forced to marry the scoundrel Achille. Help Maximo rescue the Sorceresses, restore good to the kingdom, whup Achille's butt, and while you're at it...get your girl back! [Capcom]"
1724,BlazBlue: Central Fiction,2016,ArcSystemWorks,Action;Fighting;2D,PlayStation 4,84,7.8,Up to 32 ,"BlazBlue: Central Fiction is the newest installment in the BlazBlue franchise of next gen 2D fighters. Prepare yourself for a new story, new characters, levels, modes, system mechanics and more. Choose from over 33 fighters as you battle for 2D supremacy."
1725,Prey,2017,ArkaneStudios,General;Action;Shooter;First-Person;Arcade,XboxOne,84,7.8,No Online Multiplayer,None
1726,Sound Shapes,2012,SCEA,Action;Miscellaneous;Rhythm;Music Maker;Music Maker;Music,PlayStationVita,84,7.8,not specified,None
1727,Hearthstone: Goblins Vs. Gnomes,2014,BlizzardEntertainment,Miscellaneous;Strategy;Turn-Based;Card Battle,PC,84,6.2,not specified,None
1728,MotorStorm,2007,EvolutionStudios,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PlayStation 3,84,7.4,Up to 12 ,"Welcome to MotorStorm, the world's most brutal off-road racing event where the goal is to win at all costs. Choose from seven vehicle types, from high-flying dirt bikes to powerful big rigs, and destroy anything that gets in your way in a no-holds barred sprint to the finish. Try and survive. Real-Time Deforming Terrain: The terrain literally gets torn up with each passing vehicle, causing each lap to be different. Advanced particle effects cause debris and muck to ""stick"" to each vehicle. Vehicular Combat and Damage: Destroy anything that gets in your way. Smash your opponents and view spectacular Hollywood-style crash sequences. [SCEE] Editor's Note: This JPN Import Version title lacks multiplayer, which has had an effect on just about every import review."
1729,Fight Night Champion,2011,EACanada,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,PlayStation 3,84,7.3,2  Online,A new installment in EA Sports' boxing series will enter the ring in early 2011.
1730,Resident Evil 5,2009,Capcom,Action Adventure;Horror;Horror;Survival,PlayStation 3,84,7.5,2  Online,"The biohazard threat has not ended: Just when it seemed that the menace of Resident Evil had been destroyed, along comes a new terror to send shivers down players' spines. Chris Redfield, returning Resident Evil hero, has followed the path of the evil literally around the globe. After joining a new organization, Chris heads to Africa where the latest bioterrorism threat is literally transforming the people and animals of the city into mindless, maddened creatures. He is joined by a new partner, Sheva Alomar, who lends her strength, intelligence and sharp-shooting skills to the mission. In order to survive, Chris and Sheva must work together to take on the challenges of discovering the truth behind this evil plot. Utilizing a revolutionary new 2-player co-op mode of gameplay, players assume control of either Chris or Sheva and experience Resident Evil in new ways. In Resident Evil 5, Capcom has players fearing the daylight as much as they have feared shadow in previous games. [Capcom]"
1731,God of War: Origins Collection,2011,ReadyatDawn,Miscellaneous;Compilation;Compilation,PlayStation 3,84,8.5,1 Player,God of War Origins Collection contains both PSP God of War games and upgrades them with HD visuals for play on the PlayStation 3.
1732,Salt and Sanctuary,2016,SkaStudios,Action;Platformer;2D,PlayStation 4,84,8.2,No Online Multiplayer,"Salt and Sanctuary casts you as a sailor shipwrecked on a strange, purgatorial island, insulated somehow against a backdrop of centuries-old worldwide perpetual war. What hope remains is isolated in Sanctuaries: protected dwellings where travelers band together under common creeds to take shelter from the hostile world outside."
1733,Xenogears,1998,SquareSoft,Role-Playing;Console-style RPG,PlayStation,84,8.5,1 Player,"A mysterious organization is turning the tides of a century-long war with ancient technology - giant combat robots known as Gears. A failed attempt to steal one of these powerful weapons places it in the unwilling hands of young Fei and his dubious allies. Now he is pursued by military governments, royal pirates, spies, the emperor, and his own forgotten past."
1734,Space Rangers 2: Rise of the Dominators,2006,"1C,ElementalGames,1CCompany",Role-Playing;General;General,PC,84,8.9,1 Player,"200 years after the first chapter for Space Rangers, a new, even more dangerous threat arises in the galaxy. A key planet producing war androids has become self-aware and is attempting to conquer the galaxy one planet at a time. These machines are not only capable of fulfilling any order, but they have their own intellect and force of will. This new type of cyber life is driven only by instinct of destruction and cares only about expanding the realm of the silicate. Freedom of choice is a distinguishing feature of the Space Rangers saga and continues as players explore the massive world. The game is not limited by borders and allows players an opportunity to influence the branching storyline. At the same time, the larger and more expansive game world lives and develops by itself. In Space Rangers 2 players will have an opportunity to test their skills not only in outer space, but on planets' surfaces as well. 3D real-time battles on planets is a new part of the game. By producing and upgrading war machines, gamers have a chance to defeat the ominous threat of the Dominators. [1C Company]"
1735,Tetris DS,2006,Nintendo,Miscellaneous;Puzzle;Puzzle;Puzzle;Stacking;Stacking,DS,84,8.2,4  Online,"10 DS players can battle with only one Tetris DS card. Each of the six modes of play features a theme based on a classic Nintendo game, such as Super Mario Bros., The Legend of Zelda or Metroid. The traditional Tetriminos (falling blocks) and line-clearing strategy remain the staples of the game, but the touch screen adds a new element of interactivity. Some modes give players special Tetris puzzles to solve. Others feature head-to-head action between two players, or massive wireless battles between 10 DS users, even if only one player has a game card. Players also can log onto Nintendo Wi-Fi Connection to compete in two- or four-player battles. Tetris DS even includes a point-based rating system based on players' battle results. Opponents can see one another's ratings, which indicate their skill levels. Every gamer, whether competitive or casual, will find a way to reconnect with one of the most popular puzzle games in history. Look for more details about the new game play modes on Nintendo.com in the weeks leading up to the game's release. [Nintendo.com]"
1736,Shin Megami Tensei: Devil Survivor,2009,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,DS,84,8.0,not specified,"Tokyo is in full lockdown, the government's swift, coldblooded response to a surprise demon invasion. Trapped within the sprawling metropolis is the city's helpless populace, forced to turn on each other in order to survive. A mysterious piece of technology, the COMP, falls into the hands of you and your peers. This device allows you to form contracts, forcing demons to serve you in battle against the otherworldly creatures. There are others with COMPs, so-called demon tamers, who seek to use the demons to satisfy their own whims-be they for justice, peace, or power-in the chaos that was once downtown Tokyo. Where did the demons come from? Why did they appear? Who created the COMPs, and what is their purpose? These questions must soon be answered, for if you fail to solve the mystery, much more is at stake than your own lives. [Atlus USA]"
1737,Prince of Persia: The Two Thrones,2005,Ubisoft,Action Adventure;Fantasy,GameCube,84,7.8,1 Player,"The Prince of Persia returns to his kingdom to find it decimated by war and turned against him in Prince of Persia: The Two Thrones. You can play as the time-bending prince or his evil alter-ego as he tries to return to the throne that is rightfully his. Now there are two distinct characters, each with their own abilities and backgrounds, as you explore the urban setting of Babylon. Prince of Persia: The Two Thrones adds new Sands of Time abilities and an all-new setting for the third chapter in the Prince of Persia story."
1738,Tales From The Borderlands: Episode 1 - Zer0 Sum,2014,TelltaleGames,Miscellaneous;General;Adventure;General,PC,84,8.4,not specified,"Episode 1 - Zer0 Sum - Set following the events seen in Borderlands 2, Tales from the Borderlands focuses on Rhys, a Hyperion company man who wants to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist intending to score the biggest of all swindles. Baited into danger by a Vault key and all it promises, the unlikely pair are thrown together with a common purpose and a great amount of mistrust. Who is speaking the truth, and why is it important? That is for you to decide. It’s important to remember that there *are* two sides to every story, and you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and environment around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [Telltale Games]"
1739,Top Spin 4,2011,2KCzech,Sports;Traditional;Individual;Tennis;Tennis,Xbox 360,84,8.2,not specified,"Top Spin 4 is the latest iteration in the tennis sim, bringing 25 playable pros as well as the ability to create your own star."
1740,Sprint Vector,2018,Survios,Racing;Arcade;Other,PC,84,7.8,Online Multiplayer,"Welcome to Sprint Vector championship intergalactica, where the physical thrill of extreme sports meets the unhinged energy of a crazy game show. Run, jump, climb, fling, and fly at extreme velocity as you race up to eight players and battle obstacles in this frenetic VR adrenaline platformer that puts your speed and finesse to the test."
1741,Battlefield 3,2011,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,Xbox 360,84,7.5,not specified,"As bullets whiz by, walls crumble, and explosions throw you to the ground, the battlefield feels more alive and interactive than ever before. In Battlefield 3, players step into the role of the elite U.S. Marines where they will experience heart-pounding single player missions and competitive multiplayer actions ranging across diverse locations from around the globe including Europe, Middle-East and North America."
